pid	sen_a	sen_b	label
7539	"What is the difference between gender identification disorder, gender dysphoria, and gender incongruent behaviors?"	What is the difference between gender identification disorder and gender dysphoria?"	true
7540	49-year-old man with known diabetes had triglycerides above 7000.  He never had pancreatitis.  I hit the books to see how to treat that.	What is the treatment for hypertriglyceridemia when the triglycerides are above 7000?	true
7541	49-year-old man with known diabetes had triglycerides above 7000.  He never had pancreatitis.  I hit the books to see how to treat that.	Is there a better way to introduce the subject of sexually transmitted disease?	false
7542	44-year-old lady with a rash in the perineum.  The question was whether it was bad yeast or herpes.	Is this monilia or herpes?	true
7543	44-year-old lady with a rash in the perineum.  The question was whether it was bad yeast or herpes.	Patient can't use inhaler, upsets her stomach. Can an inhaler cause upset stomach?	false
7544	79-year-old woman with irritation in the vaginal area, probably atrophic vaginitis.  I tried an estrogen pessary and cream but they were no help.  The question was "what other approaches can we take?"	What is the treatment for atrophic vaginitis?	true
7545	79-year-old woman with irritation in the vaginal area, probably atrophic vaginitis.  I tried an estrogen pessary and cream but they were no help.  The question was "what other approaches can we take?"	How old should a child be before they can switch from whole milk to 2% milk?	false
7546	Man in his late 40's with bad Crohn's disease.  Came in with pyoderma gangrenosum.  We didn't know how to treat him.	What is the treatment for pyoderma gangrenosum?	true
7547	Man in his late 40's with bad Crohn's disease.  Came in with pyoderma gangrenosum.  We didn't know how to treat him.	Can Staphylococcus or Haemophilus influenza sepsis give same clinical picture as streptococcal septicemia?	false
7548	14-year-old girl with a lump on her thigh.  I looked in an anatomy book.  I just wanted to be sure there was nothing else in there besides the rectus muscle and the quadriceps.	What is the anatomy of the anterior thigh?	true
7549	14-year-old girl with a lump on her thigh.  I looked in an anatomy book.  I just wanted to be sure there was nothing else in there besides the rectus muscle and the quadriceps.	Can I use low molecular weight heparin in pregnancy (patient with deep vein thrombosis last pregnancy)?	false
7550	61-year-old man.  Are there any competitors to Androgel?  I looked it up in a reference in the exam room.	Are there other brands of transcutaneous testosterone besides Androgel?	true
7551	61-year-old man.  Are there any competitors to Androgel?  I looked it up in a reference in the exam room.	Why did they cut out the Coccidiomycosis granuloma rather than treat it medically?	false
7552	I looked up penile rashes in one of my references.  I saw a 40-year-old man with a purplish rash on the shaft of his penis.	What would cause a purplish rash on the shaft of the penis?	true
7553	I looked up penile rashes in one of my references.  I saw a 40-year-old man with a purplish rash on the shaft of his penis.	Should we switch to Ancef for this diabetic foot ulcer? Improvement adequate?	false
7554	I looked up the immunizations for an 18-month-old.	What are the immunizations for an 18-month-old?	true
7555	I looked up the immunizations for an 18-month-old.	Let's give these immunizations.  That's right isn't it?	false
7556	What I'm looking up is if there is any association between iron overload and HIV (human-immunodeficiency virus).	Is there any association between iron and human immunodeficiency virus?	true
7557	What I'm looking up is if there is any association between iron overload and HIV (human-immunodeficiency virus).	How should I treat polymenorrhea in a 14-year-old girl?	false
7558	I looked up in this reference the definition of tubular adenoma, I was pretty sure it was benign but wanted to double check.	Is a tubular adenoma benign?	true
7559	I looked up in this reference the definition of tubular adenoma, I was pretty sure it was benign but wanted to double check.	How should I treat polymenorrhea in a 14-year-old girl?	false
7560	My last patient this morning is an 11-year-old boy.  "Why would he be mildly anemic and have schistocytes?"  "I'm not sure what causes schistocytes."	What would cause schistocytes in an 11-year-old?	true
7561	My last patient this morning is an 11-year-old boy.  "Why would he be mildly anemic and have schistocytes?"  "I'm not sure what causes schistocytes."	It's not clear what's going on with her. I may treat her for diverticulitis.	false
7562	44-year-old woman.  No period since March (it is late June).  So I asked Dr. X (family physician partner), "Is there a chance she could be pregnant and I asked about blood versus urine pregnancy test, whether either is better."	Which is better -- blood or urine pregnancy test?	true
7563	44-year-old woman.  No period since March (it is late June).  So I asked Dr. X (family physician partner), "Is there a chance she could be pregnant and I asked about blood versus urine pregnancy test, whether either is better."	Could Procardia or Mevacor cause tinnitus?	false
7564	She's a nurse and wanted to know the maximum dose of Celexa and the exact pregnancy category.	What is the maximum dose of Celexa?	true
7565	She's a nurse and wanted to know the maximum dose of Celexa and the exact pregnancy category.	Why wasn't this patient very sick? (large empyema and Haemophilus influenza in sputum)	false
7566	I asked him what he was looking up.  He said, "whether to give drops or elixir acetaminophen to a 1-year-old for their immunizations and what dose."	Should you give drops or elixir acetaminophen to a one-year-old?	true
7567	I asked him what he was looking up.  He said, "whether to give drops or elixir acetaminophen to a 1-year-old for their immunizations and what dose."	What is the dose of Famvir?	false
7568	Why does risperdal work for autistic regression and how do you know which cases it will work for?	Why does risperdal sometimes work for autistic regression?	true
7569	Why does risperdal work for autistic regression and how do you know which cases it will work for?	How should I treat polymenorrhea in a 14-year-old girl?	false
7570	Five-year-old boy with severe mental retardation.  Parents had lots of questions about "sensory diet."  "The general question is does sensory integration therapy work and how does it work?"	Does sensory integration therapy work?	true
7571	Five-year-old boy with severe mental retardation.  Parents had lots of questions about "sensory diet."  "The general question is does sensory integration therapy work and how does it work?"	How do you use Redux?  What are the indications?	false
7572	Nine-month-old girl with lipomeningomyelocele, not classic meningomyelocele.  The question that arose was how soon will she retether her cord.	How soon after repair of a lipomeningomyelocele can you see signs of a tethered cord?	true
7573	Nine-month-old girl with lipomeningomyelocele, not classic meningomyelocele.  The question that arose was how soon will she retether her cord.	How should I treat polymenorrhea in a 14-year-old girl?	false
7574	The mother of this 9-month-old with lipomeningomyelocele wanted to know if she is at high risk for future pregnancies for meningomyelocele and if she should take mega-dose folic acid (4 milligrams per day).	Is having a child with lipomeningomyelocele a risk for having more affected children?	true
7575	The mother of this 9-month-old with lipomeningomyelocele wanted to know if she is at high risk for future pregnancies for meningomyelocele and if she should take mega-dose folic acid (4 milligrams per day).	How do you use Redux?  What are the indications?	false
7576	Eleven-year-old boy with Down syndrome.  Sleep apnea can increase the thyroid stimulating hormone but by how much and is that because night time growth hormone suppresses and overlaps somehow with the rest of the pituitary?  "I wanted to know if there was a special antibody I should get."	What thyroid antibodies should be ordered when the thyroid stimulating hormone is high?	true
7577	Eleven-year-old boy with Down syndrome.  Sleep apnea can increase the thyroid stimulating hormone but by how much and is that because night time growth hormone suppresses and overlaps somehow with the rest of the pituitary?  "I wanted to know if there was a special antibody I should get."	Let's give these immunizations.  That's right isn't it?	false
7578	45-year-old woman.  "I looked up the definition for malignant hypertension following a request from a patient. They emailed wanting to know if they had it.	What is the definition of malignant hypertension?	true
7579	45-year-old woman.  "I looked up the definition for malignant hypertension following a request from a patient. They emailed wanting to know if they had it.	Patient got sore breasts from Premarin 0.625 milligrams.  Is there a smaller pill?	false
7580	How well does biofeedback work for rectal incontinence?	Does biofeedback work for rectal incontinence?	true
7581	Thirty-five-year-old woman.  Two days ago she had some local anesthesia for minor surgery.  Yesterday she had some fullness in her ankles and fingers and she says everything feels stiff.  No arthralgias, just edema.  She has a little lymphopenia so it may be viral but . . . .  "What would cause this?"	What would cause acute edema in hands and feet?	true
7582	Thirty-five-year-old woman.  Two days ago she had some local anesthesia for minor surgery.  Yesterday she had some fullness in her ankles and fingers and she says everything feels stiff.  No arthralgias, just edema.  She has a little lymphopenia so it may be viral but . . . .  "What would cause this?"	Is Paxil associated with sleep apnea?	false
7583	New congenital cataracts in a child.  When should you be able to pick that up?	At what age should congenital cataracts be detected?	true
7584	New congenital cataracts in a child.  When should you be able to pick that up?	In patients with colds and coughs and hemoptysis, who should be worked up?	false
7585	What is the generic name of Protonix?	What is the generic name of Protonix?	true
7586	What is the generic name of Protonix?	How should I treat polymenorrhea in a 14-year-old girl?	false
7587	I'm going to ask you (investigator).  Is that legal?  Which antibiotic would you use for an infected toe with poor circulation?	Which antibiotic should be used for an infected toe with poor circulation?	true
7588	I'm going to ask you (investigator).  Is that legal?  Which antibiotic would you use for an infected toe with poor circulation?	Why is this otherwise healthy 28-year-old woman short of breath?	false
7589	"Von Willebrand's is autosomal dominant but what is the penetrance?"	What is the penetrance of von Willebrand's disease?	true
7590	"Von Willebrand's is autosomal dominant but what is the penetrance?"	Let's give these immunizations.  That's right isn't it?	false
7591	Two-day-old.  Why are infants of diabetic mothers more likely to have polycythemia?	Why are infants of diabetic mothers more likely to have polycythemia?	true
7592	Two-day-old.  Why are infants of diabetic mothers more likely to have polycythemia?	How do you inject the bicipital tendon?	false
7593	Newborn.  Question from resident to study physician.  Why are oral hypoglycemics contraindicated in diabetic mothers during pregnancy and why was this mother on glyburide and everyone thought that was OK?	Why are oral hypoglycemics contraindicated in diabetic mothers?	true
7594	Newborn.  Question from resident to study physician.  Why are oral hypoglycemics contraindicated in diabetic mothers during pregnancy and why was this mother on glyburide and everyone thought that was OK?	Should we switch to Ancef for this diabetic foot ulcer? Improvement adequate?	false
7595	Since epidural anesthesia can cause low-grade maternal fevers, do we need separate criteria for sepsis workup in infants whose mothers got an epidural?  Separate laboratory and rupture of membrane criteria?	Do we need separate criteria for sepsis workup in infants whose mothers got an epidural?	true
7596	Since epidural anesthesia can cause low-grade maternal fevers, do we need separate criteria for sepsis workup in infants whose mothers got an epidural?  Separate laboratory and rupture of membrane criteria?	Can you use Prozac along with lithium?	false
7597	"One thing I did look up last week was the definitions for the New York Heart Association Heart Failure classification.  I needed it to complete some paperwork for one of my patients."	What are the levels of the New York State Heart Association Heart Failure Classification?	true
7598	"One thing I did look up last week was the definitions for the New York Heart Association Heart Failure classification.  I needed it to complete some paperwork for one of my patients."	Boys' father has Marfan's Syndrome. Do these boys need further evaluation?	false
7599	I looked up the diagnosis and therapy of hyperthyroidism in this reference.  The question was how to differentiate the different causes of hyperthyroidism.	What is the recommended workup for hyperthyroidism?	true
7600	I looked up the diagnosis and therapy of hyperthyroidism in this reference.  The question was how to differentiate the different causes of hyperthyroidism.	What is the other drug besides Famvir and acyclovir for Herpes Zoster?	false
7601	I have a question on quinine.  Cramps.  I have not seen in the literature using quinine for cramps.  "I'm not sure if it is still current practice or not."  "Has it fallen out of favor?"  "Do you need to check the electrocardiogram since it's related to quinidine?"	Is quinine indicated for muscle cramps?	true
7602	I have a question on quinine.  Cramps.  I have not seen in the literature using quinine for cramps.  "I'm not sure if it is still current practice or not."  "Has it fallen out of favor?"  "Do you need to check the electrocardiogram since it's related to quinidine?"	How should I treat polymenorrhea in a 14-year-old girl?	false
7603	"Should a patient who took too much amitriptyline get bicarbonate and if so what are the criteria for giving it?  How bad does the overdose have to be before giving bicarbonate?"	When is bicarbonate therapy recommended for a tricyclic antidepressant overdose?	true
7604	"Should a patient who took too much amitriptyline get bicarbonate and if so what are the criteria for giving it?  How bad does the overdose have to be before giving bicarbonate?"	How do you inject the bicipital tendon?	false
7605	"We had a question." The study physician said this as he came out of the exam room with a resident.  "The safety of lansoprazole in pregnancy."	Is lansoprazole safe in pregnancy?	true
7606	"We had a question." The study physician said this as he came out of the exam room with a resident.  "The safety of lansoprazole in pregnancy."	What are the strengths of Synthroid and what is appropriate for this patient?	false
7607	Could skin lesions consistent with warfarin-induced skin necrosis be that if the patient has been on warfarin for "some time"?	Can warfarin-induced skin necrosis occur with chronic warfarin therapy?	true
7608	Could skin lesions consistent with warfarin-induced skin necrosis be that if the patient has been on warfarin for "some time"?	What is the patient's specialist seeing on her neck cyst?	false
7609	"What is an alternate drug for otitis media for an adult who is allergic to penicillin?"	What is an alternate drug for otitis media if penicillin allergic?	true
7610	"What is an alternate drug for otitis media for an adult who is allergic to penicillin?"	Age 4 years, has had 2 bladder infections, just treat or workup for cause?	false
7611	What dosage of Amicar is needed?	What dosage of Amicar is needed?	true
7612	What dosage of Amicar is needed?	What dosage of Amicar is needed?	true
7613	What are some general facts on inflammatory bowel disease?	What are some facts on inflammatory bowel disease?	true
7614	Is this eczema in the diaper area?	Is this eczema?	true
7615	Is this eczema in the diaper area?	How should I treat polymenorrhea in a 14-year-old girl?	false
7616	What dosage of piperacillin is needed?	What dosage of piperacillin is needed?	true
7617	What dosage of gentamicin is needed?	What dosage of gentamicin is needed?	true
7618	What dosage of gentamicin is needed?	How should I treat polymenorrhea in a 14-year-old girl?	false
7619	What dosage of Flagyl is needed?	What dosage of Flagyl is needed?	true
7620	What dosage of Flagyl is needed?	Can I use low molecular weight heparin in pregnancy (patient with deep vein thrombosis last pregnancy)?	false
7621	Does this patient need a lactation consult?	Does this patient need a lactation consult?	true
7622	What is the work-up for urinary tract infections?	What is the work-up for urinary tract infections?	true
7623	What is the work-up for urinary tract infections?	What is the maximum dose of digoxin? (patient seen in emergency room, had digoxin level less than 0.03)	false
7624	What dosage of antibiotic is needed?	What dosage of antibiotic is needed?	true
7625	What dosage of antibiotic is needed?	How should I treat polymenorrhea in a 14-year-old girl?	false
7626	What dosage of phenobarbital is needed?	What dosage of phenobarbital is needed?	true
7627	What dosage of phenobarbital is needed?	How should I treat polymenorrhea in a 14-year-old girl?	false
7628	What should I know about infantile spasms?	What should I know about infantile spasms?	true
7629	How long should intravenous antibiotics be continued when they were not indicated?	How long should intravenous antibiotics be continued when they were not indicated?	true
7630	How long should intravenous antibiotics be continued when they were not indicated?	What is the dose of Sporanox?	false
7631	How do we best manage this brain injury which is increasing in pressure?	How do we manage this brain injury?	true
7632	What dosage of antibiotic is needed?	What dosage of antibiotic is needed?	true
7633	What dosage of antibiotic is needed?	How should I treat polymenorrhea in a 14-year-old girl?	false
7634	What is the normal hemoglobin value?	What is the normal hemoglobin value?	true
7635	What liver function tests should we do?	What liver function tests should we do?	true
7636	What liver function tests should we do?	Boys' father has Marfan's Syndrome. Do these boys need further evaluation?	false
7637	What is a normal prothrombin time value for a 3-day-old?	What is a normal prothrombin time value for a 3-day-old?	true
7638	What is a normal prothrombin time value for a 3-day-old?	Why did she get Coccidiomycosis?	false
7639	What is a normal partial thromboplastin time for a 3-day-old?	What is a normal partial thromboplastin time for a 3-day-old?	true
7640	What is a normal partial thromboplastin time for a 3-day-old?	Can I use low molecular weight heparin in pregnancy (patient with deep vein thrombosis last pregnancy)?	false
7641	How do we sedate this child when the normal way didn't work?	How do we sedate this child?	true
7642	What do I need to know about hypoplastic left heart?	What do I need to know about hypoplastic left heart?	true
7643	What do I need to know about heart lesions and other heart conditions?	What do I need to know about heart conditions?	true
7644	What do I need to know about heart lesions and other heart conditions?	Can I use low molecular weight heparin in pregnancy (patient with deep vein thrombosis last pregnancy)?	false
7645	What do lichen sclerosis and atrophicus look like?	What do lichen sclerosis and atrophicus look like?	true
7646	What do I need to know about thrombocytopenia?	What do I need to know about thrombocytopenia?	true
7647	What do I need to know about thrombocytopenia?	Why did they cut out the Coccidiomycosis granuloma rather than treat it medically?	false
7648	What dosage of aqueous vasopressin is needed?	What dosage of Aqueous vasopressin is needed?	true
7649	What dosage of oral Celestone is needed?	What dosage of oral Celestone is needed?	true
7650	Does any attending have experience with ingestion of glass ornament fragments?	Does any attending have experience with ingestion of glass ornament fragments?	true
7651	Does any attending have experience with ingestion of glass ornament fragments?	Can I use low molecular weight heparin in pregnancy (patient with deep vein thrombosis last pregnancy)?	false
7652	What are the possible causes of pleural effusion?	What are the possible causes of pleural effusion?	true
7653	What are the possible causes of pleural effusion?	Let's give these immunizations.  That's right isn't it?	false
7654	What is the incubation period for Hepatitis A?	What is the incubation period for Hepatitis A?	true
7655	What is the surfactant dose for this infant?	What is the surfactant dose for this infant?	true
7656	What dose of vitamin E does this patient need?	What dose of vitamin E does this patient need?	true
7657	What dose of vitamin E does this patient need?	How should I treat polymenorrhea in a 14-year-old girl?	false
7658	What dose of Robitussin should I give?	What dose of Robitussin should I give?	true
7659	How should I change the gentamicin levels?	How should I change the gentamicin levels?	true
7660	How should I change the gentamicin levels?	How should I treat polymenorrhea in a 14-year-old girl?	false
7661	What dose of Ancef does this patient need?	What dose of Ancef does this patient need?	true
7662	What is the best way to treat acute respiratory distress in this child?	What is the best way to treat acute respiratory distress in this child?	true
7663	What dose of antibiotic does this patient need?	What dose of antibiotic does this patient need?	true
7664	What dose of antibiotic does this patient need?	Maneuver mentioned at continuing medical education course for vertigo, couldn't remember how to do it or name of it.	false
7665	Is this patient in danger of cardiac tamponade? They have an arrhythmia.	Is this patient in danger of cardiac tamponade?	true
7666	What is the half-life of this drug I want to use on a post operative heart patient?	What is the half-life of this drug I want to use?	true
7667	What dose of cryoprecipitate is needed?	What dose of cryoprecipitate is needed?	true
7668	Can RespiGam cause a fever?	Can RespiGam cause a fever?	true
7669	Can RespiGam cause a fever?	How do you inject the bicipital tendon?	false
7670	How do I get my computer working again?  I can't do any prescriptions, et cetera.	How do I get my computer working again?  I can't do any prescriptions.	true
7671	How do I get my computer working again?  I can't do any prescriptions, et cetera.	How should I treat polymenorrhea in a 14-year-old girl?	false
7672	How do we do ventilatory management for this 8-month-old with respiratory distress?	How do we do ventilatory management for this 8-month-old?	true
7673	How do we do ventilatory management for this 8-month-old with respiratory distress?	How should I treat polymenorrhea in a 14-year-old girl?	false
7674	Is this respiratory plan for an extubated child okay?	Is this respiratory plan for an extubated child okay?	true
7675	What dosage of Miralax does this patient need?	What dosage of Miralax does this patient need?	true
7676	What should be monitored for this kid that swallowed crack cocaine?	What should be monitored for this kid that swallowed crack cocaine?	true
7677	What are the side effects of Reglan?	What are the side effects of Reglan?	true
7678	What should be monitored for this kid that swallowed crack cocaine?	What should be monitored for this kid that swallowed crack cocaine?	true
7679	Do I need to change the vent setting on this infant who has developed an abnormal blood gas?	Do I need to change the vent setting on this infant who has developed an abnormal blood gas?	true
7680	Do I need to change the vent setting on this infant who has developed an abnormal blood gas?	Can I use low molecular weight heparin in pregnancy (patient with deep vein thrombosis last pregnancy)?	false
7681	What general information do I need to know for newborn exams?	What information do I need to know for newborn exams?	true
7682	What general information do I need to know for newborn exams?	What antibiotics can he take because he's on a nevirapine study?	false
7683	What dosage of gentamicin is needed?	What dosage of gentamicin is needed?	true
7684	What dosage of gentamicin is needed?	How should I treat polymenorrhea in a 14-year-old girl?	false
7685	Which medication is causing neutropenia in this baby?	Which medication is causing neutropenia in this baby?	true
7686	Which medication is causing neutropenia in this baby?	How should I treat polymenorrhea in a 14-year-old girl?	false
7687	What side effects from chemotherapy should I look for?	What side effects from chemotherapy should I look for?	true
7688	Do we have to do antiviral therapy until we receive the results back from the spinal tap?	Do we have to do antiviral therapy until we receive the results back from the spinal tap?	true
7689	Do we have to do antiviral therapy until we receive the results back from the spinal tap?	How should I treat polymenorrhea in a 14-year-old girl?	false
7690	Do we need to do a spinal tap to rule out meningitis?	Do we need to do a spinal tap?	true
7691	Do we need to do a spinal tap to rule out meningitis?	Can I use low molecular weight heparin in pregnancy (patient with deep vein thrombosis last pregnancy)?	false
7692	How old do patients have to be in order to take Amantadine?	How old do patients have to be in order to take Amantadine?	true
7693	How old do patients have to be in order to take Amantadine?	How should I treat polymenorrhea in a 14-year-old girl?	false
7694	What are the perils of scuba diving?	What are the perils of scuba diving?	true
7695	How does the computerized tomographic scan look for this child? (Child was seizing.)	How does the computerized tomographic scan look?	true
7696	How does the computerized tomographic scan look for this child? (Child was seizing.)	I wonder if this patient could have a rotator cuff thing?	false
7697	Does this child really need a morphine drip?	Does this child really need a morphine drip?	true
7698	Does this child really need a morphine drip?	How should I treat polymenorrhea in a 14-year-old girl?	false
7699	How long is mononucleosis contagious?	How long is mononucleosis contagious?	true
7700	How long is mononucleosis contagious?	Boys' father has Marfan's Syndrome. Do these boys need further evaluation?	false
7701	Is the ductus arteriosus closing on this cardiac patient?	Is the ductus arteriosus closing?	true
7702	What is happening on a physiologic level with this cardiac patient whose ductus arteriosus is not closing?	What is happening on a physiologic level with this cardiac patient whose ductus arteriosus is not closing?	true
7703	Should we restart prostaglandins on this infant? His ductus arteriosus is not closing.	Should we restart prostaglandins?	true
7704	Should we restart prostaglandins on this infant? His ductus arteriosus is not closing.	Can I use low molecular weight heparin in pregnancy (patient with deep vein thrombosis last pregnancy)?	false
7705	How do I manage respiratory distress in this cardiac patient?	How do I manage respiratory distress in this cardiac patient?	true
7706	What dosage of ceftriaxone does this child need?	What dosage of ceftriaxone does this child need?	true
7707	Should I try and transfuse this baby?	Should I try and transfuse this baby?	true
7708	Should I try and transfuse this baby?	How should I treat polymenorrhea in a 14-year-old girl?	false
7709	What can I find out about hemolytic uremic syndrome?	What can I find out about hemolytic uremic syndrome?	true
7710	In a clinical presentation how would influenza compare to other viruses?	In a clinical presentation how would influenza compare to other viruses?	true
7711	In a clinical presentation how would influenza compare to other viruses?	Why did she get Coccidiomycosis?	false
7712	What dosage of Miralax does this patient need?  They are constipated	What dosage of Miralax does this patient need?	true
7713	What bolus dose of propranolol does this infant need?	What bolus dose of propranolol does this infant need?	true
7714	What bolus dose of propranolol does this infant need?	Can I use low molecular weight heparin in pregnancy (patient with deep vein thrombosis last pregnancy)?	false
7715	What types of surgical procedures and treatments would you use on these patients with heart abnormalities? (tricuspid atresia and hypoplastic left heart)	What types of surgical procedures would you use on these patients with heart abnormalities?	true
7716	How does pulmonary artery banding work on tricuspid atresia?	How does pulmonary artery banding work?	true
7717	How do I change the ventilator on this infant with high PCO2?	How do I change the ventilator on this infant with high PCO2?	true
7718	How do I change the ventilator on this infant with high PCO2?	Can I use low molecular weight heparin in pregnancy (patient with deep vein thrombosis last pregnancy)?	false
7719	What dosage of Timentin does this child need?	What dosage of Timentin does this child need?	true
7720	This patient has abdominal distension with a huge left shift.  Is it because of a urinary, blood, or some other infection?	This patient has abdominal distension with a huge left shift.  Is it because of an infection?	true
7721	This patient has abdominal distension with a huge left shift.  Is it because of a urinary, blood, or some other infection?	How should I treat polymenorrhea in a 14-year-old girl?	false
7722	What are the fetal effects of maternal von Willebrand disease?	What are the fetal effects of maternal von Willebrand disease?	true
7723	What are the fetal effects of maternal von Willebrand disease?	Let's give these immunizations.  That's right isn't it?	false
7724	What dose of ranitidine should this patient receive?	What dose of ranitidine should this patient receive?	true
7725	What dose of ranitidine should this patient receive?	Let's give these immunizations.  That's right isn't it?	false
7726	What dosage of Lotensin does this two-year-old need?	What dosage of Lotensin does this two-year-old need?	true
7727	What dosage of Lotensin does this two-year-old need?	What size pills does digoxin come in?	false
7728	What are some ways to treat congenital adrenal hyperplasia?	What are some ways to treat congenital adrenal hyperplasia?	true
7729	How do we treat rhabdomyolysis?	How do we treat rhabdomyolysis?	true
7730	How do we treat rhabdomyolysis?	How should I treat polymenorrhea in a 14-year-old girl?	false
7731	What laboratory tests do we need to do for rhabdomyolysis?	What laboratory tests do we need to do for rhabdomyolysis?	true
7732	What laboratory tests do we need to do for rhabdomyolysis?	How should I treat polymenorrhea in a 14-year-old girl?	false
7733	Is this level of Tylenol ingestion toxic?	Is this level of Tylenol ingestion toxic?	true
7734	Is this level of Tylenol ingestion toxic?	How do you inject the bicipital tendon?	false
7735	Why should a 13-year-old be suffering from respiratory distress secondary to croup?	Why should a 13-year-old be suffering from respiratory distress secondary to croup?	true
7736	Why should a 13-year-old be suffering from respiratory distress secondary to croup?	How should I treat polymenorrhea in a 14-year-old girl?	false
7737	How do I diagnosis congenital adrenal hyperplasia?	How do I diagnosis congenital adrenal hyperplasia?	true
7738	How do I diagnosis myelodysplastic syndrome?	How do I diagnosis myelodysplastic syndrome?	true
7739	How do you treat myelodysplastic syndrome?	How do you treat myelodysplastic syndrome?	true
7740	Can you breast feed when you have the stomach flu?	Can you breast feed when you have the stomach flu?	true
7741	Can you breast feed when you have the stomach flu?	What is the maximum dose of digoxin? (patient seen in emergency room, had digoxin level less than 0.03)	false
7742	Is it okay to give Benadryl to a patient with asthma?	Is it okay to give Benadryl to a patient with asthma?	true
7743	Is it okay to give Benadryl to a patient with asthma?	Maneuver mentioned at continuing medical education course for vertigo, couldn't remember how to do it or name of it.	false
7744	What signs do I look for when monitoring diabetic ketoacidosis?	What signs do I look for when monitoring diabetic ketoacidosis?	true
7745	How do you manage new onset diabetic ketoacidosis?	How do you manage diabetic ketoacidosis?	true
7746	How do I heparinize this patient?	How do I heparinize this patient?	true
7747	How do I heparinize this patient?	Why did they cut out the Coccidiomycosis granuloma rather than treat it medically?	false
7748	How do I manage this asthmatic?	How do I manage this asthmatic?	true
7749	How do I manage this asthmatic?	Why did she get Coccidiomycosis?	false
7750	How do I manage fluids for kids with heart disease?	How do I manage fluids for kids with heart disease?	true
7751	How do I manage fluids for kids with heart disease?	Can I use low molecular weight heparin in pregnancy (patient with deep vein thrombosis last pregnancy)?	false
7752	How do I use terbutaline nebulizers for asthma?	How do I use terbutaline nebulizers for asthma?	true
7753	How do I use terbutaline nebulizers for asthma?	What antibiotic should I use for this diabetic patient's infected foot ulcer?	false
7754	Should I use subcutaneous epinephrine for this asthmatic 2-year-old with croup?	Should I use subcutaneous epinephrine for this asthmatic 2-year-old with croup?	true
7755	Should I use subcutaneous epinephrine for this asthmatic 2-year-old with croup?	Has had shingles for 4 days -- Can I still give Zovirax?	false
7756	What dose of antibiotic does this child need for otitis media?	What dose of antibiotic does this child need for otitis media?	true
7757	What dose of antibiotic does this child need for otitis media?	Can I use low molecular weight heparin in pregnancy (patient with deep vein thrombosis last pregnancy)?	false
7758	Is the rash on this child viral?	Is the rash on this child viral?	true
7759	What dosage of Biaxin do I give this child?	What dosage of Biaxin do I give this child?	true
7760	What dosage of Biaxin do I give this child?	How should I treat polymenorrhea in a 14-year-old girl?	false
7761	How do I order prescriptions using the computer?	How do I order prescriptions using the computer?	true
7762	How do I order prescriptions using the computer?	How should I treat polymenorrhea in a 14-year-old girl?	false
7763	What dosage of this antibiotic does this patient need?	What dosage of this antibiotic does this patient need?	true
7764	What dosage of this antibiotic does this patient need?	What are the indications for getting a digoxin level?	false
7765	What do we monitor in respiratory-syncytial-virus patients?	What do we monitor in respiratory-syncytial-virus patients?	true
7766	What do we monitor in respiratory-syncytial-virus patients?	How should I treat polymenorrhea in a 14-year-old girl?	false
7767	If evaluating a child for shunt malfunction should I refer him on or order a shunt series and head computerized tomogram?	If evaluating a child for shunt malfunction should I refer him on?	true
7768	At what age do children need further tests after the urinary tract infection has been treated?	At what age do children need further tests after the urinary tract infection?	true
7769	At what age do children need further tests after the urinary tract infection has been treated?	At what ages should you do a Denver Developmental Screening Test?	false
7770	What do you watch for with a gastroschisis patient?	What do you watch for with a gastroschisis patient?	true
7771	In failure to thrive cases, what is the difference between inadequate height and inadequate weight?	In failure to thrive cases, what is the difference between inadequate height and inadequate weight?	true
7772	In failure to thrive cases, what is the difference between inadequate height and inadequate weight?	Can I use low molecular weight heparin in pregnancy (patient with deep vein thrombosis last pregnancy)?	false
7773	What is the pathway of the enzymes that is making this congenital adrenal hyperplasia abnormal?	What is the pathway of the enzymes that is making this congenital adrenal hyperplasia abnormal?	true
7774	What are the alkaline phosphatase serum levels for different ages?	What are the alkaline phosphatase serum levels for different ages?	true
7775	What are the alkaline phosphatase serum levels for different ages?	Let's give these immunizations.  That's right isn't it?	false
7776	How do you treat a Tylenol overdose?	How do you treat a Tylenol overdose?	true
7777	How do you treat a Tylenol overdose?	Boys' father has Marfan's Syndrome. Do these boys need further evaluation?	false
7778	What is the duration of hemangiomas?	What is the duration of hemangiomas?	true
7779	What is the treatment for hemangiomas?	What is the treatment for hemangiomas?	true
7780	What antibiotic do I use for this infection?	What antibiotic do I use for this infection?	true
7781	What antibiotic do I use for this infection?	Can I use low molecular weight heparin in pregnancy (patient with deep vein thrombosis last pregnancy)?	false
7782	Is this a pyogenic granuloma?	Is this a pyogenic granuloma?	true
7783	Is this anemia caused by iron deficiency? What tests do we do to find out?	Is this anemia caused by iron deficiency?	true
7784	What is the treatment for chondrodysplasia punctata?	What is the treatment for chondrodysplasia punctata?	true
7785	Which drugs should we be using for this paralytic patient?	Which drugs should we be using for this paralytic patient?	true
7786	Which drugs should we be using for this paralytic patient?	How should I treat polymenorrhea in a 14-year-old girl?	false
7787	What criteria do we need to meet in order to get human-leukocyte-antigen (HLA) matched platelets for this patient?	What criteria do we need to meet in order to get human-leukocyte-antigen (HLA) matched platelets?	true
